Sample.IDs,scientific_name,study_title,High.level.variety,High.level.tissue,High.level.age,High.level.stress.disease,Variety,Tissue,Age,Stress.disease,Comments,DOI,Intermediate,Intermediate_Stress_merged_control,Intermediate_Stress
ERR789102,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789101,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789100,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789096,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789095,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789094,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789093,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR305301,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR789092,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789091,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789090,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789089,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789088,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789087,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789115,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789114,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789113,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789108,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR305319,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR789116,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789112,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789111,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789110,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789109,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 9 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789107,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789106,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789105,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 4 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789104,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
ERR789099,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 21 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR305283,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR789098,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
ERR789097,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,none,Riband,second leaf,17 days,mock inoculation 14 days,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,No stress control,Zymoseptoria tritici control
SRR2096845,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,none,Chinese Spring,rachis,anthesis,mock inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR2096844,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,none,Chinese Spring,rachis,anthesis,mock inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR2096843,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,disease,Chinese Spring,rachis,anthesis,Fusarium graminearum inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR2096841,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,disease,Chinese Spring,rachis,anthesis,Fusarium graminearum inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR2096839,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,none,Chinese Spring,rachis,anthesis,mock inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR2096837,Triticum aestivum,SRP060670,Chinese Spring,spike,reproductive,disease,Chinese Spring,rachis,anthesis,Fusarium graminearum inoculation 4 days,NA,http://doi.org/10.2135/cropsci2015.03.0184,rachis,NA,NA
SRR1617201,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617199,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
ERR305288,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1617197,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617195,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617193,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617191,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617189,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617187,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617185,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617183,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617181,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617179,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
DRR003154,Triticum aestivum,DRP000768,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,shoots,24 days,none,NA,doi: 10.1186/1471-2164-14-77,vegetative aerial tissues,No stress control,Phosphorous starvation shoots control
ERR305279,Triticum aestivum,ERP003465,other,spike,reproductive,disease,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1617177,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617175,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617173,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617171,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617169,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617167,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617165,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617163,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617161,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617159,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
ERR305318,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1617157,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617155,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 5 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617153,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617151,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617149,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617147,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617145,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617143,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 susceptible,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617141,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617139,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
ERR305275,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1617137,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617135,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617133,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617131,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 susceptible,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617129,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617127,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617125,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617123,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617121,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
SRR1617119,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,disease,Janz*2 NIL1 resistant,shoots,2 days,Fusarium pseudograminearum inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,Fusarium pseudograminearum,Fusarium pseudograminearum
ERR305310,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1617117,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617115,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617113,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617111,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617109,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1617107,Triticum aestivum,SRP048912,other,leaves/shoots,seedling,none,Janz*2 NIL1 resistant,shoots,2 days,mock inoculation 3 days,NA,http://dx.doi.org/10.1371/journal.pone.0113309,seedling aerial tissues,No stress control,Fusarium pseudograminearum control
SRR1460554,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,abiotic,Manitou,shoots,three leaf stage,cold 2 weeks (4C),NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,cold 2 weeks (4C),cold 2 weeks (4C)
SRR1460553,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,abiotic,Manitou,shoots,three leaf stage,cold 2 weeks (4C),NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,cold 2 weeks (4C),cold 2 weeks (4C)
SRR1460552,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,abiotic,Manitou,shoots,three leaf stage,cold 2 weeks (4C),NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,cold 2 weeks (4C),cold 2 weeks (4C)
SRR1460551,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,none,Manitou,shoots,three leaf stage,none,NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,No stress control,cold 2 weeks control
ERR305308,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1460550,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,none,Manitou,shoots,three leaf stage,none,NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,No stress control,cold 2 weeks control
SRR1460549,Triticum aestivum,SRP043554,other,leaves/shoots,vegetative,none,Manitou,shoots,three leaf stage,none,NA,http://dx.doi.org/10.1105/tpc.114.134338,vegetative aerial tissues,No stress control,cold 2 weeks control
ERR1224553,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Vuka,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224554,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Vuka,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224555,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Vuka,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224556,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224557,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224558,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224559,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
