assembly	chromosome	start	end	block_no	chr_length	merged_block
julius	chr3A	724482484	729591144	2567	750843639	1127
julius	chr3B	212892	7614877	2938	830829764	388
julius	chr3B	212892	7614877	2936	830829764	388
julius	chr3B	212892	7614877	2934	830829764	388
julius	chr3B	212892	7614877	2928	830829764	388
julius	chr3B	5580174	7614877	2971	830829764	388
julius	chr3B	22860213	28618188	2929	830829764	388
julius	chr3B	22860213	37971811	2880	830829764	448
julius	chr3B	64695774	69818149	2978	830829764	1125
julius	chr3B	108238918	116151578	3095	830829764	25
julius	chr3B	111683337	115399696	2973	830829764	25
julius	chr3B	145256689	149470714	2974	830829764	25
julius	chr3B	147872442	260355675	3096	830829764	25
julius	chr3B	166148197	169835771	2975	830829764	25
julius	chr3B	189383953	262204230	2858	830829764	25
julius	chr3B	277027468	299795079	2891	830829764	25
julius	chr3B	283586705	367480678	2856	830829764	25
julius	chr3B	312893745	346627881	3097	830829764	25
julius	chr3B	315405328	317626674	2976	830829764	25
julius	chr3B	340781197	346627881	2977	830829764	25
julius	chr3B	347799297	363324925	3097	830829764	25
julius	chr3B	347799297	401413711	2877	830829764	25
julius	chr3B	379994169	389266127	3098	830829764	25
julius	chr3B	381479689	416286558	2882	830829764	364
julius	chr3B	412595778	418065003	3099	830829764	25
julius	chr3B	419797460	430525428	3017	830829764	749
julius	chr3B	451530157	456554786	2979	830829764	25
julius	chr3B	451530157	470059337	2898	830829764	25
julius	chr3B	484871965	504675348	2894	830829764	530
julius	chr3B	548038414	601376789	2873	830829764	224
julius	chr3B	607379942	671999015	2868	830829764	122
julius	chr3B	607379942	756824850	2846	830829764	122
julius	chr3B	741857081	763774566	2892	830829764	486
julius	chr3B	769156643	774475576	2972	830829764	1099
julius	chr3B	794295820	798236868	2980	830829764	341
julius	chr3B	794295820	798236868	2949	830829764	341
julius	chr3B	794295820	802761979	2939	830829764	341
julius	chr3B	794295820	802761979	2935	830829764	341
julius	chr3B	794295820	802761979	2930	830829764	341
julius	chr3B	794295820	802761979	2937	830829764	341
julius	chr3D	325619	9882400	3274	615552423	844
julius	chr3D	40999164	50658446	3266	615552423	788
julius	chr3D	71114913	75963851	3327	615552423	1188
julius	chr3D	115606447	138896850	3237	615552423	481
julius	chr3D	140417718	159797521	3240	615552423	159
julius	chr3D	147095733	298600793	3221	615552423	117
julius	chr3D	165584157	298600793	3223	615552423	136
julius	chr3D	196917370	199243907	3316	615552423	63
julius	chr3D	235645353	239616213	3314	615552423	117
julius	chr3D	241384877	242602754	3321	615552423	63
julius	chr3D	241384877	242602754	3317	615552423	63
julius	chr3D	304909518	324320279	3221	615552423	117
julius	chr3D	309772796	324320279	3223	615552423	136
julius	chr3D	324386232	328519307	3322	615552423	63
julius	chr3D	324386232	328519307	3318	615552423	63
julius	chr3D	328693949	333515834	3326	615552423	1195
julius	chr3D	363854222	373810711	3273	615552423	653
julius	chr3D	363854222	373810711	3267	615552423	653
julius	chr3D	414160443	478740450	3226	615552423	211
julius	chr3D	419386553	459092138	3232	615552423	211
julius	chr3D	419515381	426592858	3385	615552423	211
julius	chr3D	429085177	434052990	3323	615552423	211
julius	chr3D	449113381	459092138	3275	615552423	211
julius	chr3D	484093036	499042058	3256	615552423	633
julius	chr3D	499581306	503997224	3292	615552423	525
julius	chr3D	499581306	513953363	3257	615552423	525
julius	chr3D	499581306	518755317	3239	615552423	562
julius	chr3D	525724229	532871592	3387	615552423	971
julius	chr3D	544276834	549073812	3319	615552423	1199
julius	chr3D	569569479	573769738	3324	615552423	310
julius	chr3D	569569479	578776542	3272	615552423	310
julius	chr3D	588993482	593448849	3293	615552423	1227
julius	chr3D	593637311	598726369	3315	615552423	634
julius	chr3D	593637311	598726369	3325	615552423	634
julius	chr3D	603973126	609171927	3320	615552423	726
julius	chr3D	603973126	615475387	3255	615552423	726
julius	chr4A	15123901	19660099	3641	744588157	1230
julius	chr4A	19945824	89452589	3538	744588157	202
julius	chr4A	24938434	64576058	3540	744588157	202
julius	chr4A	35150874	52617528	3585	744588157	13
julius	chr4A	35150874	462309875	3531	744588157	13
julius	chr4A	35150874	467266728	3530	744588157	13
julius	chr4A	35150874	492032871	3529	744588157	13
julius	chr4A	40236494	52617528	3590	744588157	13
julius	chr4A	40236494	52617528	3592	744588157	13
julius	chr4A	44651095	64576058	3562	744588157	1
julius	chr4A	51137760	64576058	3579	744588157	13
julius	chr4A	60891209	64576058	3590	744588157	13
julius	chr4A	60891209	64576058	3592	744588157	13
julius	chr4A	71994845	80857778	3562	744588157	1
julius	chr4A	71994845	80857778	3540	744588157	202
julius	chr4A	76414777	80857778	3579	744588157	13
julius	chr4A	164625769	263897375	3536	744588157	13
julius	chr4A	215137568	219339681	3637	744588157	13
julius	chr4A	276909772	298248427	3535	744588157	13
julius	chr4A	297764800	327757720	3536	744588157	13
julius	chr4A	317070673	318045161	3638	744588157	1
julius	chr4A	317070673	462309875	3535	744588157	13
julius	chr4A	432420670	436829730	3639	744588157	13
julius	chr4A	472398571	482139438	3613	744588157	13
julius	chr4A	547516971	567495470	3591	744588157	23
julius	chr4A	547516971	567495470	3588	744588157	23
julius	chr4A	547516971	572571488	3570	744588157	324
julius	chr4A	547516971	587332046	3545	744588157	324
julius	chr4A	582477351	592309815	3614	744588157	472
julius	chr4A	582477351	606412810	3574	744588157	472
julius	chr4A	625758358	641610974	3589	744588157	602
julius	chr4A	631210865	640936834	3612	744588157	1
julius	chr4A	631210865	640936834	3604	744588157	1
julius	chr4A	652849148	657502008	3636	744588157	229
julius	chr4A	674907092	679990156	3783	744588157	568
julius	chr4A	677730479	681934744	3635	744588157	568
julius	chr4A	678340392	684611318	3790	744588157	1020
julius	chr4A	682365105	686385553	3589	744588157	602
julius	chr4A	687626361	697503952	3611	744588157	799
julius	chr4A	697574053	742165522	3543	744588157	288
julius	chr4A	701479923	742165522	3546	744588157	288
julius	chr4A	704795444	709275875	3640	744588157	288
julius	chr4A	715558732	720517426	3642	744588157	288
julius	chr4A	715558732	724813070	3607	744588157	288
julius	chr4B	20305400	25013650	3978	673617499	61
julius	chr4B	30362277	35258777	3974	673617499	1173
julius	chr4B	43759381	54745178	4220	673617499	741
julius	chr4B	45204577	52399173	4221	673617499	741
julius	chr4B	122212928	139549233	4222	673617499	589
julius	chr4B	145803175	171825534	4199	673617499	440
julius	chr4B	172734397	184865786	4200	673617499	713
julius	chr4B	228435317	232119534	3971	673617499	1289
julius	chr4B	258761608	260070850	3972	673617499	1319
julius	chr4B	320325182	322752601	3975	673617499	1309
julius	chr4B	366925757	370916832	3973	673617499	1274
julius	chr4B	390279378	404777264	4099	673617499	2
julius	chr4B	391558683	404849234	4046	673617499	2
julius	chr4B	392044109	404568862	4018	673617499	2
julius	chr4B	393405428	404849234	4024	673617499	2
julius	chr4B	471337870	477230431	4047	673617499	2
julius	chr4B	471337870	481493409	4019	673617499	2
julius	chr4B	483744051	494223244	4048	673617499	2
julius	chr4B	496241932	515564663	3928	673617499	556
julius	chr4B	512548911	518876711	4020	673617499	2
julius	chr4B	513078405	518876711	4049	673617499	2
julius	chr4B	513080076	518688205	4100	673617499	2
julius	chr4B	579097605	583595355	3976	673617499	92
julius	chr4B	619075081	623787646	3979	673617499	92
julius	chr4B	619075081	623787646	3977	673617499	92
julius	chr4B	625961349	633765009	4202	673617499	926
julius	chr4B	637979318	643313301	4203	673617499	1067
julius	chr4B	638985714	658782331	3930	673617499	534
julius	chr4B	649221583	658782331	3945	673617499	466
julius	chr4B	649221583	668447440	3929	673617499	466
julius	chr4B	649221583	673535148	3925	673617499	466
julius	chr4B	663901985	673535148	3949	673617499	466
julius	chr4B	665566825	671733888	4101	673617499	466
julius	chr4D	410004	4527830	4320	509857067	1074
julius	chr4D	410004	5920941	4387	509857067	1074
julius	chr4D	14663101	19643537	4330	509857067	827
julius	chr4D	30556333	39212773	4442	509857067	890
julius	chr4D	49784556	58947568	4294	509857067	284
julius	chr4D	49784556	58947568	4295	509857067	284
julius	chr4D	56946795	62304525	4486	509857067	1093
julius	chr4D	144882869	179314767	4270	509857067	36
julius	chr4D	170222849	173577927	4331	509857067	36
julius	chr4D	179846892	183389326	4339	509857067	1292
julius	chr4D	222629301	226565429	4334	509857067	36
julius	chr4D	222629301	261256551	4269	509857067	36
julius	chr4D	233077545	236939976	4340	509857067	36
julius	chr4D	268067892	271217140	4338	509857067	44
julius	chr4D	268067892	271217140	4341	509857067	44
julius	chr4D	268067892	271217140	4332	509857067	44
julius	chr4D	272994412	305056084	4489	509857067	36
julius	chr4D	279291000	292274626	4285	509857067	36
julius	chr4D	312799969	322672188	4291	509857067	36
julius	chr4D	312799969	327439925	4286	509857067	36
julius	chr4D	327437080	336231960	4443	509857067	44
julius	chr4D	342789707	347525266	4333	509857067	44
julius	chr4D	349446758	358480628	4444	509857067	44
julius	chr4D	349446758	358718208	4498	509857067	44
julius	chr4D	383773162	387815142	4335	509857067	1270
julius	chr4D	421891113	426871700	4336	509857067	1146
julius	chr4D	436955396	461575850	4275	509857067	293
julius	chr4D	436955396	473773230	4271	509857067	347
julius	chr4D	446649948	476321294	4273	509857067	412
julius	chr4D	449725264	455764668	4390	509857067	293
julius	chr4D	451680612	466730918	4287	509857067	347
julius	chr4D	501455489	505554841	4337	509857067	1266
julius	chr5A	4790243	8246498	4690	709773743	392
julius	chr5A	4790243	17840367	4624	709773743	693
julius	chr5A	13090750	32191060	4612	709773743	564
julius	chr5A	21685663	26468864	4696	709773743	298
julius	chr5A	27938060	32191060	4701	709773743	392
julius	chr5A	27938060	51041736	4604	709773743	482
julius	chr5A	40719842	46010037	4698	709773743	113
julius	chr5A	45743005	52178078	4765	709773743	1013
julius	chr5A	46143371	235245972	4577	709773743	104
julius	chr5A	48170982	57367264	4876	709773743	104
julius	chr5A	57362394	70173279	4904	709773743	104
julius	chr5A	57367522	74752303	4766	709773743	104
julius	chr5A	81185944	85860453	4616	709773743	104
julius	chr5A	119065650	214955021	4906	709773743	104
julius	chr5A	172461169	191155786	4613	709773743	40
julius	chr5A	222586441	225790830	4695	709773743	104
julius	chr5A	237953442	388643415	4578	709773743	121
julius	chr5A	246802227	250563348	4702	709773743	27
julius	chr5A	246802227	250563348	4688	709773743	27
julius	chr5A	246802227	250563348	4691	709773743	27
julius	chr5A	246802227	250563348	4699	709773743	27
julius	chr5A	283110772	294248689	4767	709773743	121
julius	chr5A	300049567	304927682	4641	709773743	121
julius	chr5A	321001347	334752799	4769	709773743	121
julius	chr5A	322676979	329382030	4877	709773743	121
julius	chr5A	359734810	365676095	4907	709773743	121
julius	chr5A	377124123	382329000	4878	709773743	121
julius	chr5A	377192146	383948279	4798	709773743	27
julius	chr5A	396370041	402164936	4578	709773743	121
julius	chr5A	406521115	410204689	4700	709773743	301
julius	chr5A	406521115	410204689	4692	709773743	301
julius	chr5A	433009341	437594011	4666	709773743	27
julius	chr5A	433009341	473302373	4586	709773743	319
julius	chr5A	448089952	457267902	4649	709773743	319
julius	chr5A	496608053	504576670	4912	709773743	922
julius	chr5A	499169088	503145999	4689	709773743	922
julius	chr5A	504858352	510283717	4921	709773743	1089
julius	chr5A	504869726	511207880	4800	709773743	889
julius	chr5A	504869726	511207880	5038	709773743	889
julius	chr5A	513632973	516664734	4697	709773743	1300
julius	chr5A	523608682	533288087	4913	709773743	834
julius	chr5A	524682242	533084229	4922	709773743	834
julius	chr5A	526393365	530302788	4693	709773743	834
julius	chr5A	599218622	613008288	4924	709773743	678
julius	chr5A	602246165	611981161	4648	709773743	329
julius	chr5A	602246165	641781581	4585	709773743	329
julius	chr5A	639076580	645470140	4925	709773743	1016
julius	chr5A	672509020	677163913	4694	709773743	1218
julius	chr5A	673775261	679149263	4771	709773743	1091
julius	chr5B	16235	1579728	5158	713149757	879
julius	chr5B	16235	1579728	5142	713149757	879
julius	chr5B	2558977	5421527	5150	713149757	852
julius	chr5B	5919690	7026614	5158	713149757	879
julius	chr5B	5919690	7026614	5142	713149757	879
julius	chr5B	14407480	18777987	5156	713149757	344
julius	chr5B	23352259	35189313	5116	713149757	717
julius	chr5B	44626491	49570174	5151	713149757	1154
julius	chr5B	49882756	54860586	5153	713149757	145
julius	chr5B	49882756	54860586	5143	713149757	145
julius	chr5B	50510746	56336621	5453	713149757	145
julius	chr5B	64418744	267779485	5056	713149757	97
julius	chr5B	64418744	267779485	5055	713149757	97
julius	chr5B	74139396	267779485	5060	713149757	96
julius	chr5B	123436814	130914502	5454	713149757	96
julius	chr5B	268112228	409876162	5065	713149757	131
julius	chr5B	332632249	337467818	5152	713149757	128
julius	chr5B	332632249	382384457	5081	713149757	128
julius	chr5B	332632249	409876162	5073	713149757	128
julius	chr5B	337828291	362518898	5099	713149757	128
julius	chr5B	400441147	409876162	5123	713149757	128
julius	chr5B	400441147	415128223	5114	713149757	128
julius	chr5B	430465833	435159077	5157	713149757	128
julius	chr5B	430465833	467515705	5087	713149757	128
julius	chr5B	430465833	472746203	5082	713149757	128
julius	chr5B	430465833	472746203	5073	713149757	128
julius	chr5B	430465833	489615914	5074	713149757	227
julius	chr5B	472748780	477676978	5154	713149757	141
julius	chr5B	510373655	516538888	5428	713149757	157
julius	chr5B	510373655	516543921	5457	713149757	157
julius	chr5B	530334555	541341111	5435	713149757	157
julius	chr5B	530334555	545280859	5115	713149757	157
julius	chr5B	530334555	545280859	5118	713149757	157
julius	chr5B	541682942	548565799	5436	713149757	157
julius	chr5B	565492037	580166437	5117	713149757	165
julius	chr5B	565492037	590184878	5100	713149757	453
julius	chr5B	600382267	633660759	5094	713149757	385
julius	chr5B	600382267	633660759	5093	713149757	385
julius	chr5B	605477274	659821696	5080	713149757	245
julius	chr5B	625525586	633660759	5159	713149757	245
julius	chr5B	699390023	703783926	5443	713149757	1211
julius	chr5B	704073572	707957147	5155	713149757	1280
julius	chr5D	2660134	7504931	5574	566080677	1190
julius	chr5D	9900719	26831026	5515	566080677	582
julius	chr5D	9900719	26831026	5514	566080677	582
julius	chr5D	32150212	41608396	5544	566080677	455
julius	chr5D	32150212	41608396	5539	566080677	455
julius	chr5D	52275511	58272218	5612	566080677	1039
julius	chr5D	75912686	91656157	5720	566080677	603
julius	chr5D	233017071	240082085	5613	566080677	914
julius	chr5D	238066017	242849233	5580	566080677	1201
julius	chr5D	250061407	255596758	5722	566080677	916
julius	chr5D	297957977	342959593	5496	566080677	281
julius	chr5D	302826483	317815503	5528	566080677	59
julius	chr5D	333053311	337712295	5571	566080677	281
julius	chr5D	358010268	367814944	5521	566080677	626
julius	chr5D	362992426	369022159	5726	566080677	1035
julius	chr5D	363339032	368574348	5683	566080677	34
julius	chr5D	373214345	377539009	5572	566080677	421
julius	chr5D	373214345	392080660	5516	566080677	421
julius	chr5D	397997481	412744775	5522	566080677	652
julius	chr5D	412927681	417829338	5575	566080677	1171
julius	chr5D	412927681	417829338	5573	566080677	1171
julius	chr5D	422945494	433703575	5540	566080677	744
julius	chr5D	437804645	442702728	5579	566080677	1172
julius	chr5D	457992308	462804788	5576	566080677	808
julius	chr5D	457992308	467782434	5543	566080677	813
julius	chr5D	462361241	476038990	5717	566080677	674
julius	chr5D	463186722	476832656	5849	566080677	684
julius	chr5D	493115726	497787581	5577	566080677	469
julius	chr5D	493115726	501216904	5541	566080677	469
julius	chr5D	498487883	503196616	5660	566080677	1210
julius	chr5D	525581786	530491738	5555	566080677	316
julius	chr5D	525581786	565977789	5498	566080677	316
julius	chr5D	530645503	535510454	5578	566080677	316
julius	chr5D	530645503	545284051	5529	566080677	316
julius	chr5D	555321881	565977789	5542	566080677	316
julius	chr6A	56821	8869156	5992	618079260	882
julius	chr6A	11413976	17031209	5992	618079260	882
julius	chr6A	20862868	25071386	6033	618079260	1257
julius	chr6A	51373684	55555137	6034	618079260	476
julius	chr6A	55700360	105638989	5964	618079260	258
julius	chr6A	60716740	70573562	5988	618079260	258
julius	chr6A	60716740	100744113	5969	618079260	258
julius	chr6A	105841587	115464867	5999	618079260	814
julius	chr6A	105841587	115464867	6009	618079260	814
julius	chr6A	115827401	160476762	5966	618079260	287
julius	chr6A	166500710	185321855	5981	618079260	573
julius	chr6A	502672737	584546431	5957	618079260	174
julius	chr6A	540601341	559526788	5983	618079260	174
julius	chr6A	541595310	550750185	6176	618079260	174
julius	chr6A	555088987	574530023	5982	618079260	174
julius	chr6A	564873707	574530023	6008	618079260	174
julius	chr6A	599259305	603777886	6030	618079260	311
julius	chr6A	599259305	603777886	6035	618079260	311
julius	chr6A	609002715	617935868	5993	618079260	877
julius	chr6A	609002715	617935868	6007	618079260	877
julius	chr6B	22556732	26856941	6356	720988478	1252
julius	chr6B	48146521	92546013	6315	720988478	99
julius	chr6B	48146521	111715940	6311	720988478	99
